sku,url,price,shipping_price,quantity,shipping_days,supplier,variation,errors
sheva1400,https://www.ebay.com/itm/403839962055,4.09,4.49,144,9days,goodplace2shop,false,[]
sheva1401,https://www.ebay.com/itm/403840266146,4.49,4.49,144,9days,goodplace2shop,false,[]
sheva1402,https://www.ebay.com/itm/131411880363,3.79,3.95,26,11days,goodplace2shop,false,[]
sheva1403,https://www.ebay.com/itm/314105126089,3.99,3.99,94,11days,goodplace2shop,false,[]
sheva1404,https://www.ebay.com/itm/314298335815,9.49,3.99,96,9days,goodplace2shop,false,[]
sheva1405,https://www.ebay.com/itm/400782349907,6.79,3.59,67,11days,goodplace2shop,false,[]
sheva1406,https://www.ebay.com/itm/314152149865,5.39,3.99,96,11days,goodplace2shop,false,[]
sheva1407,https://www.ebay.com/itm/314298251909,5.95,3.99,96,9days,goodplace2shop,false,[]
sheva1408,https://www.ebay.com/itm/314116806168,3.49,3.95,96,11days,goodplace2shop,false,[]
sheva1409,https://www.ebay.com/itm/400951998354,4.59,3.59,115,11days,goodplace2shop,false,[]
sheva1410,https://www.ebay.com/itm/131550528855,7.39,3.99,127,11days,goodplace2shop,false,[]
sheva1411,https://www.ebay.com/itm/131411944798,4.19,3.59,37,11days,goodplace2shop,false,[]
sheva1412,https://www.ebay.com/itm/314098543080,4.49,3.99,70,12days,goodplace2shop,false,[]
sheva1413,https://www.ebay.com/itm/400782356660,3.75,3.95,103,12days,goodplace2shop,false,[]
sheva1414,https://www.ebay.com/itm/134191711134,9.29,3.99,70,12days,goodplace2shop,false,[]
sheva1415,https://www.ebay.com/itm/134190431784,2.99,3.95,140,11days,goodplace2shop,false,[]
sheva1416,https://www.ebay.com/itm/404001605966,6.49,5.99,69,11days,goodplace2shop,false,[]
sheva1417,https://www.ebay.com/itm/404001646412,5.39,3.99,95,9days,goodplace2shop,false,[]
sheva1418,https://www.ebay.com/itm/314206008955,3.09,5.99,144,9days,goodplace2shop,false,[]
sheva1419,https://www.ebay.com/itm/314206017639,3.99,4.49,142,9days,goodplace2shop,false,[]
sheva1420,https://www.ebay.com/itm/400847537020,7.89,4.99,71,11days,goodplace2shop,false,[]
sheva1421,https://www.ebay.com/itm/134331715071,19.99,6.95,69,9days,goodplace2shop,false,[]
sheva1422,https://www.ebay.com/itm/314096177934,20.99,8.99,5,11days,goodplace2shop,false,[]
sheva1423,https://www.ebay.com/itm/133268477153,30.95,0.0,122,11days,goodplace2shop,false,[]
sheva1424,https://www.ebay.com/itm/400781877058,28.95,3.99,71,12days,goodplace2shop,false,[]
sheva1425,https://www.ebay.com/itm/312478412173,64.95,9.49,143,11days,goodplace2shop,false,[]
sheva1426,https://www.ebay.com/itm/265508379760,7.72,8.79,922,10days,DK Hardware Supply,false,[]
sheva1427,https://www.ebay.com/itm/255780981032,8.58,8.79,433,10days,DK Hardware Supply,false,[]
sheva1428,https://www.ebay.com/itm/255340300640,10.03,8.79,884,12days,DK Hardware Supply,false,[]
sheva1429,https://www.ebay.com/itm/265311610308,19.7,8.79,2,12days,DK Hardware Supply,false,[]
sheva1430,https://www.ebay.com/itm/265311610598,8.83,8.79,1001,12days,DK Hardware Supply,false,[]
sheva1431,https://www.ebay.com/itm/265311610312,11.19,8.79,12,12days,DK Hardware Supply,false,[]
sheva1432,https://www.ebay.com/itm/255133941364,6.1,8.79,1001,12days,DK Hardware Supply,false,[]
sheva1433,https://www.ebay.com/itm/255133941361,9.01,8.79,1001,12days,DK Hardware Supply,false,[]
sheva1434,https://www.ebay.com/itm/265311610317,10.75,8.79,556,12days,DK Hardware Supply,false,[]
sheva1435,https://www.ebay.com/itm/255133941548,10.28,8.79,869,12days,DK Hardware Supply,false,[]
sheva1436,https://www.ebay.com/itm/265311610378,3.2,8.79,388,12days,DK Hardware Supply,false,[]
